image_path,015,051,022,033,002,041,032,056,050,036,043,019,008,052,013,055,027,006,023,038,039,018,042,009,021,024,045,044,035,057,049,034,053,054,030,020,029,028,046,011,005,000,025,007,001,031,047,048,004,012,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0000.jpg,✘,강남 금융지점,␣,␣,010-3456-8901,✔,␣,␣,대리점,␣,25,✘,제주 은행,HZ2002,1,∅,3.5,✘,"28,500,000",✔,✔,✘,✔,어상식품 영농조합법인,✔,␣,12,05,6.5,␣,2025.5.12,␣,독고채민,✔,␣,✘,␣,12,어상식품 영농조합법인,1234-78-9012345,제주특별자치도 제주시 연동 725-1 105동 54호,어상식품 영농조합법인,␣,✘,1212121212,␣,✔,해외출장,농업,6,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0001.jpg,✘,대전금융지점,␣,␣,010-7890-9012,✔,␣,␣,회사,␣,25,✘,카카오 뱅크,HD5657,5,∅,12.1,✘,43940000,✔,✔,✔,✔,화원 산업 개발(주),✘,␣,26,5,15.1,␣,25.5.26,␣,우예예,✔,␣,✘,␣,24,화원 산업개발(주),5678901234567,서울특별시 강남구 테헤란로 207 105동 151호,화원 산업 개발 ㈜,␣,✘,232323 23 23,␣,✔,외국인,건설업,6,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0002.jpg,✘,부산서면지점,␣,␣,010.1234.9123,✔,␣,␣,대리점,␣,25,✘,제주은행,HZA796,10,∅,7.8,✘,"10,000,000",✔,✔,✘,✔,사단법인사회적기업청람,✘,␣,11,6,10.8,␣,25-6-11,␣,장나래은,✔,␣,✔,␣,36,사단법인사회적기업청람,9012-12-3456789,제주특별자치도 제주시 연동 286-1 106동 132호,사단법인사회적기업청람,␣,✘,3434343434,␣,✔,청각장애,사회적기업,7,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0003.jpg,✘,수원금융지점,␣,␣,010.5678.9234,✔,␣,␣,회사,␣,25,✔,SC 제일은행,HM6300,20,∅,15.3,✘,"25,000,000",✔,✔,✘,✔,대륙엔지니어링,✘,␣,25,6,18.3,␣,25.6.25,␣,양우시,✔,␣,✘,␣,48,대륙엔지니어링,3456-34-5678901,경기도 화성시 정조로 200 106동 231호,대륙엔지니어링,␣,✘,4545454545,␣,✔,언어장애,엔지니어링,7,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0004.jpg,✘,서대문 지점,␣,␣,010.9012.9345,✔,␣,␣,대리점,␣,25,✘,씨티은행,HD5343,25,∅,4.2,✘,"23,800,000",✔,✔,✔,✔,부전수산,✘,␣,4,7,7.2,␣,25.7.4,␣,변호시,✔,␣,✘,␣,60,부전수산,7890-56-9012345,서울특별시 마포구 상암산로 100 106동 282호,부전수산,␣,✘,5656565656,␣,✔,해외출장,수산물 도매/소매,07,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0005.jpg,✘,서울법인영업1팀,␣,␣,010.3456.9456,✔,␣,␣,회사,␣,25,✘,우체국,HZA753,30,∅,9.9,✘,"11,500,000",✔,✔,✘,✔,연천상운,✔,␣,18,7,12.9,␣,25.7.18,␣,지도라,✔,␣,✘,␣,12,연천상운,123456-78-2345678,서울특별시 영등포구 여의도동 64-7 106동 172호,연천상운,␣,✘,6767676767,␣,✔,언어장애,화물운송업,07,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0006.jpg,✘,인천중고지점,␣,␣,010-7890-9567,✔,2,␣,대리점,␣,25,✘,수협,HD8741,01,∅,14.7,✘,"20,000,000",✔,✔,✔,✔,대구컴퓨터 학원,✘,␣,11,8,17.7,␣,2025.8.11,4,사공 재 하,✔,␣,✘,␣,24,대구컴퓨터학원,567890-90-3456789,울산광역시 남구 삼산로 284 106동 072호,대구 컴퓨터 학원,␣,✘,7878787878,␣,✔,외국인,컴퓨터 교육,09,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0007.jpg,✘,종로지점,␣,␣,010-1234-9678,✔,3,␣,회사,␣,25,✘,신협,M27021,05,∅,6.1,✘,"19,400,000",✔,✔,✘,✔,(주)수호전자,✘,␣,25,8,9.1,␣,2025.08.25,6,이윤윤,✔,␣,✔,␣,36,(주)수호전자,901234-12-4567890,경상북도 포항시 남구 포스코대로 300 107동 191호,(주)수호전자,␣,✘,8989898989,␣,✔,청각장애,전자제품 판매/수리,09,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0008.jpg,✘,영남 중고지점,␣,␣,010-5678-9789,✔,4,␣,대리점,␣,25,✔,새마을금고,HD2606,10,∅,11.5,✘,"45,000,000",✔,✔,✘,✔,(주)아주산업,✘,␣,08,09,14.5,␣,2025.09.08,6,황정성준,✔,␣,✘,␣,48,(주)아주산업,234567-34-6789012,대전광역시 유성구 대덕대로 91 107동 281호,(주)아주산업,␣,✘,9090909090,␣,✔,해외출장,산업 제조,9,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/252/A0009.jpg,✘,플랫폼1지점,␣,␣,010.9012.9890,✔,2,␣,회사,␣,25,✘,DGB 대구은행,HD9319,20,∅,5.0,✘,"45,000,000",✔,✔,✔,✔,(주)세미레외장,✘,␣,22,9,8.0,␣,2025.9.22,4,반지나래,✔,␣,✘,␣,60,(주)세미레외장,678901.56.8901234,서울특별시 여의도동 20 107동 054호,(주)세미레외장,␣,✘,101010101,␣,✔,외국인,건설 자재 제조/판매,10,✔,✔
