image_path,015,017,002,014,008,011,016,005,000,003,007,001,013,006,004,009,012,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0000.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,강민준,✔,✔,✔,10,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0001.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,김서연,✔,✔,✔,22,25
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0002.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,박지훈,✔,✔,✔,15,25
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0003.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,최수아,✔,✔,✔,5,25
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0004.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,윤지우,✔,✔,✔,18,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0005.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,공지훈,✔,✔,✔,28,25
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0006.jpg,∅,␣,✔,✔,✔,03,␣,✘,✔,✘,✘,✘,권민서,✔,✔,✔,12,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0007.jpg,∅,␣,✔,✔,✔,02,␣,✘,✔,✘,✘,✘,임준서,✔,✔,✔,08,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0008.jpg,∅,␣,✔,✔,✔,01,␣,✘,✔,✘,✘,✘,한서준,✔,✔,✔,20,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0009.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,서지연,✔,✔,✔,1,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0010.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,고현우,✔,✔,✔,10,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0011.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,문수현,✔,✔,✔,8,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0012.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,이민준,✔,✔,✔,15,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0013.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,김지우,✔,✔,✔,25,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0014.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,박서준,✔,✔,✔,12,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0015.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,최수현,✔,✔,✔,22,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0016.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,정민지,✔,✔,✔,12,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0017.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,윤지훈,✔,✔,✔,18,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0018.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,송민서,✔,✔,✔,3,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0019.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,배예나,✔,✔,✔,20,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0020.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,권준서,✔,✔,✔,12,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0021.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,조서준,✔,✔,✔,10,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0022.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,김도현,✔,✔,✔,22,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0023.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,최지혜,✔,✔,✔,15,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0024.jpg,∅,␣,✔,✔,✔,03,␣,✘,✔,✘,✘,✘,정지훈,✔,✔,✔,05,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0025.jpg,∅,␣,✔,✔,✔,02,␣,✘,✔,✘,✘,✘,윤서현,✔,✔,✔,18,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0026.jpg,∅,␣,✔,✔,✔,01,␣,✘,✔,✘,✘,✘,장예진,✔,✔,✔,28,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0027.jpg,∅,␣,✔,✔,✔,3,␣,✘,✔,✘,✘,✘,송민지,✔,✔,✔,12,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0028.jpg,∅,␣,✔,✔,✔,2,␣,✘,✔,✘,✘,✘,배수아,✔,✔,✔,8,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/A0029.jpg,∅,␣,✔,✔,✔,1,␣,✘,✔,✘,✘,✘,권지우,✔,✔,✔,20,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/D0000.jpg,∅,URN6CJD,✘,✔,✘,12,1118568686,✘,✘,✘,✘,✔,예휴고,✘,✔,✔,2,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/191/D0001.jpg,∅,␣,✘,✘,✘,␣,1280091428,✔,✘,✘,✘,✘,배태리,✘,✘,✘,␣,2033
