image_path,011,005,000,003,007,001,006,002,004,009,010,008
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0000.jpg,␣,01,36,"410,000",대륙엔지니어링,"350,000",15,"60,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0001.jpg,␣,3,36,"495,000",부전수산,"420,000",22,"75,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0002.jpg,␣,5,36,"600,000",연천상운,"510,000",8,"90,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0003.jpg,␣,␣,36,710000,제갈초시,600000,␣,110000,␣,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0004.jpg,␣,␣,56,880000,김태은은,750000,␣,130000,␣,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0005.jpg,␣,11,36,"895,000",(주)아주산업,"840,000",29,"55,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0006.jpg,␣,2,60,"1,010,000",(주)세미래외장,"930,000",4,"80,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0007.jpg,␣,4,60,1125000,태백약초영농조합,1020000,18,105000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0008.jpg,␣,6,60,1230000,(주)미래ENG,1110000,25,120000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0009.jpg,␣,08,60,1340000,(주) 대상,1200000,12,140000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0010.jpg,␣,10,60,"370,000",(주)뉴컴퍼니,"320,000",07,"50,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0011.jpg,␣,12,26,580000,(주)광명도장산업,480000,31,100000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0012.jpg,␣,1,60,635000,(주)얼음골샘물,570000,9,65000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0013.jpg,␣,03,60,745000,삼성주택(주),660000,16,85000,2025,∅,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0014.jpg,␣,05,51,895000,삼성석유화학(주),780000,23,115000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0015.jpg,␣,07,60,1005000,의료법인라파엘의료재단세명재활의학병원,870000,05,135000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0016.jpg,␣,09,60,1010000,개인용달(부산90자9450,960000,19,50000,2025,∅,␣,✔
