image_path,010,015,017,022,002,014,020,019,008,011,016,005,000,013,003,007,001,025,006,023,018,004,009,021,024,012
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/C0000.jpg,캐스퍼 파나메라,␣,✘,✔,␣,22,19,12,Y1T7CT85,"7,710,000",✔,채지범,경채림,"19,230,000",␣,도호린,010-7763-3139,ERRUXTV,OW9PR5IV,∅,2019,␣,␣,공성완,9632246569,Q28IQ9VYB2
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/C0001.jpg,␣,94.6,✘,✘,02-858-6974,␣,3,8,HSYZX3EX,"7,270,000",✔,홍새결,당근용,"19,180,000",차은하수,공샤인,␣,E7PWHL2,␣,∅,2018,␣,LN58WTQ0UB,␣,1324996530,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/C0002.jpg,코롤라 카이엔,␣,✘,✔,043-2498-1885,35,18,5,W69ZH94B,78620000,✘,은욱,탁금하,␣,제호제,빈현도,010-4310-9818,EV1B72W,L3X5SOB6,∅,␣,␣,GOWH97EYZZ,성리담,9315261881,H3M76JL7G0
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/D0000.jpg,그랜저 코란도,5.3,✘,✔,054-6547-9897,␣,25,12,␣,␣,✔,마헌우,빈건욱,␣,구가봄,인중원,010-6905-9703,IDAVT3G,QPFXQESV,∅,2013,␣,THQBT1IPMR,␣,1509825903,JNMV7ZT88S
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/D0001.jpg,아반떼 A 클래스,85.8,✘,✔,053-4061-0771,30,5,11,␣,"3,760,000",✘,␣,␣,74420000,탁현인,신태준,010-3244-4145,IFPRMBG,UH2H1S8O,∅,2023,K38B00DM,8S1UYZRYFB,길성진,9853484454,1QXC1YCBGZ
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/D0002.jpg,코나 르노,96.8,✘,✘,062-333-8306,␣,␣,11,␣,"14,720,000",✔,단두은,␣,"37,620,000",손유안,염이,010-8939-6059,I1NN9G8,XKV2DQ3G,∅,2003,BJIAQ88A,RAA8QSLV8U,동창후,␣,MOJRSM68WT
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/D0003.jpg,A 클래스 Q5,93.3,✘,✔,031-6433-9796,␣,␣,5,QFKR9EIY,8810000,✘,육은설,복자임,19520000,␣,␣,010-7879-9661,IMKIZ3M,O8RYWOT5,∅,␣,␣,␣,␣,9886634772,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/D0004.jpg,이쿼녹스 넥쏘,4.3,✘,✘,␣,27,␣,3,9EAX1QK5,"1,850,000",✘,␣,␣,"65,750,000",차준화,부민권,␣,␣,QBH43BM7,∅,2037,VNUV5DDF,ZQPBKJQ6WC,동난우,1431065504,2MHSRPTIJ9
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/D0005.jpg,트래버스 토레스,␣,✘,✔,061-358-8285,6,␣,2,␣,"5,590,000",✘,천은민,추려린,"14,970,000",장여언,남하별,010-9577-5005,␣,W2A2QQ6G,∅,2022,␣,Q8LTB3ZCUW,방교이,9413389465,LBMG04O817
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/E0000.jpg,␣,4.8,✘,✘,052-3625-1549,1,17,␣,NMJ56SVI,"87,450,000",✘,박정란,유세지,"1,770,000",온병무,노춘양,010-3402-5150,H76QAZ8,VSQ9HIES,∅,␣,␣,␣,설상수,1897978497,KM37J4ASG2
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/E0001.jpg,␣,27.0,✔,✔,051-2282-8396,␣,␣,␣,␣,"84,450,000",✘,주해단,남새빛,"79,570,000",류문미,동제리,010-2153-3311,HF5F49M,␣,∅,2007,PCZ19S65,␣,␣,1058042837,03HNNVEIXI
/mnt/AI_NAS/Data/현대캐피탈/data/images/227/E0002.jpg,X3 아이오닉5,8.5,✘,✔,␣,32,26,11,PQVLPVOP,"8,630,000",✘,정경아,␣,␣,용희재,␣,010-5778-2791,␣,FX6WW1BY,∅,␣,0E7LSDWZ,DYSVWH94AB,피예도,9151630386,M90I1FYW12
